21.3,162.8
19.4,170.4
17.5,172.1
17.3,166.3
17.3,154.2
18.5,142.9
18.4,141.7
18.0,142.7
18.2,144.3
18.4,138.1
18.6,123.2
19.0,114.9
20.3,100.6
22.4,91.9
24.4,88.1
25.2,87.4
23.9,85.0
23.9,85.0
23.9,85.0
27.9,68.8
36.9,68.6
36.9,68.6
48.7,73.7
48.8,76.8
47.7,81.6
48.3,79.1
40.5,79.4
33.8,65.5
27.0,55.4
21.1,24.9
22.6,15.7
12.8,16.4
7.5,0.8
4.0,330.7
3.8,345.4
1.3,16.5
1.5,118.6
1.8,261.2
1.5,329.6
1.4,318.3
3.9,288.2
5.8,295.8
6.5,295.9
13.4,316.4
21.3,281.5
26.5,256.1
29.8,248.2
45.5,93.8
50.2,92.9
54.6,88.2
58.5,91.8
55.3,84.5
50.4,81.1
46.5,75.0
41.8,74.0
41.8,73.5
45.9,78.8
46.6,82.7
46.6,82.6
47.4,83.5
45.7,82.5
49.1,84.0
48.9,84.8
52.2,86.1
53.1,95.1
46.4,86.9
45.9,93.9
47.5,96.6
46.5,103.1
44.0,105.1
42.4,105.2
40.3,106.4
37.9,104.5
36.4,108.8
31.8,109.3
23.4,119.0
17.7,115.6
12.6,134.0
10.3,144.8
11.3,168.6
13.6,178.0
19.2,185.4
22.6,199.1
29.7,218.9
35.6,225.7
43.3,241.4
44.6,254.5
53.5,257.1
63.3,258.9
74.4,251.9
82.9,248.2
91.6,242.7
102.2,244.5
115.2,242.5
129.8,240.1
143.8,238.6
147.2,235.8
147.9,230.7
149.1,230.2
152.3,225.6
157.6,220.6
158.9,215.4
166.4,211.7
170.4,206.8
167.9,203.0
167.7,200.8
166.5,199.4
157.7,202.2
148.8,205.9
143.3,207.0
139.8,209.6
141.4,210.2
147.6,212.3
152.9,214.5
151.0,216.2
153.3,218.3
158.8,220.8
160.6,218.8
163.0,217.0
171.3,214.9
183.6,212.9
181.7,212.4
181.9,210.7
181.5,208.9
187.3,206.6
190.1,205.7
181.6,205.4
176.1,206.4
166.5,208.6
161.4,210.1
158.2,211.0
153.0,213.6
153.4,217.2
155.4,221.0
157.5,226.3
161.7,226.6
171.6,230.8
176.0,229.8
185.1,232.1
187.0,229.6
184.3,228.2
185.9,226.8
183.4,222.6
186.3,220.8
186.1,217.2
183.3,215.0
180.8,209.9
175.6,208.0
172.9,207.5
167.9,208.5
163.3,211.8
157.2,207.3
149.7,208.5
148.7,210.9
136.9,213.6
123.7,214.0
109.8,209.1
104.6,204.8
101.8,198.4
100.0,192.7
98.8,185.9
95.5,182.4
93.3,176.9
90.4,174.4
85.0,172.7
78.8,171.5
70.7,167.1
68.3,166.0
63.1,165.7
56.4,165.5
47.5,160.9
44.5,158.5
40.8,152.8
37.5,153.0
37.6,148.1
41.3,145.2
50.3,150.9
49.1,152.3
51.7,150.2
61.3,146.2
60.1,146.5
60.2,145.8
59.6,145.8
58.6,146.8
58.0,149.3
53.4,152.2
52.3,156.5
51.8,155.8
52.4,154.5
52.6,156.3
54.3,159.4
56.8,160.4
56.5,163.7
58.0,168.9
58.0,168.9
15.0,149.5
14.3,159.7
14.1,199.0
11.7,167.2
10.9,132.2
8.0,124.9
5.4,153.2
6.3,138.6
