24.1,40.2
31.0,31.8
29.6,22.4
34.8,26.8
27.4,27.4
24.2,30.9
37.1,32.0
43.9,34.0
52.9,35.2
57.4,39.6
66.2,43.8
64.3,47.6
51.3,46.7
38.4,43.8
42.2,44.7
42.4,41.0
47.4,38.1
43.6,39.4
48.8,39.8
51.2,35.8
93.0,63.0
94.9,65.1
95.1,67.5
92.2,61.6
92.3,60.1
94.0,61.7
90.4,67.8
88.8,70.0
83.3,70.8
78.7,71.6
71.8,76.3
68.9,79.4
66.8,82.9
65.6,87.2
64.0,90.1
63.1,91.3
59.0,92.0
58.6,91.0
55.6,94.0
51.6,104.4
50.6,113.4
49.3,117.3
45.9,127.7
42.1,131.5
39.8,132.4
37.1,137.1
36.8,143.9
36.9,144.8
33.5,153.6
34.2,168.3
36.7,176.8
38.9,184.2
38.5,190.3
38.8,194.6
36.7,201.1
38.7,208.3
34.8,213.8
37.3,215.5
41.4,216.5
45.0,215.1
50.5,219.0
52.7,218.7
58.6,218.0
59.9,218.1
60.4,216.6
56.4,214.8
53.2,210.3
46.6,207.2
40.6,204.3
37.4,198.8
35.3,194.3
26.2,188.2
14.9,166.9
13.3,158.2
12.5,143.9
12.2,124.7
12.2,108.3
12.9,97.4
11.6,92.1
14.3,53.3
12.7,32.4
14.8,1.2
15.3,350.4
18.6,349.4
17.9,355.4
22.9,354.9
25.4,0.9
29.1,5.6
34.7,0.9
39.5,0.1
38.7,359.4
41.6,355.5
45.2,358.9
46.0,359.4
40.4,353.7
